id,digit
4431,5
4432,7
4433,3
4434,8
4435,7
4436,0
4437,4
4438,9
4439,7
4440,3
4441,2
4442,2
4443,1
4444,2
4445,8
4446,0
4447,7
4448,2
4449,8
4450,6
4451,9
4452,2
4453,8
4454,0
4455,5
4456,3
4457,6
4458,0
4459,1
4460,3
4461,3
4462,3
4463,1
4464,0
4465,7
4466,4
4467,3
4468,5
4469,8
4470,8
4471,9
4472,4
4473,5
4474,0
4475,6
4476,2
4477,0
4478,1
4479,3
4480,1
4481,2
4482,0
4483,1
4484,9
4485,0
4486,9
4487,5
4488,8
4489,7
4490,1
4491,6
4492,8
4493,2
4494,9
4495,3
4496,3
4497,9
4498,0
4499,6
4500,4
4501,2
4502,6
4503,8
4504,3
4505,0
4506,8
4507,9
4508,2
4509,1
4510,3
4511,5
4512,5
4513,0
4514,5
4515,4
4516,1
4517,2
4518,4
4519,7
4520,5
4521,7
4522,4
4523,0
4524,6
4525,1
4526,2
4527,6
4528,3
4529,0
4530,7
4531,0
4532,5
4533,3
4534,1
4535,6
4536,7
4537,6
4538,2
4539,4
4540,7
4541,6
4542,6
4543,2
4544,0
4545,0
4546,8
4547,0
4548,4
4549,3
4550,9
4551,3
4552,0
4553,3
4554,8
4555,5
4556,1
4557,2
4558,4
4559,9
4560,7
4561,1
4562,7
4563,7
4564,6
4565,9
4566,0
4567,2
4568,9
4569,5
4570,8
4571,7
4572,2
4573,7
4574,2
4575,4
4576,1
4577,8
4578,1
4579,9
4580,8
4581,5
4582,6
4583,1
4584,5
4585,5
4586,7
4587,5
4588,7
4589,6
4590,8
4591,0
4592,6
4593,6
4594,2
4595,2
4596,8
4597,9
4598,7
4599,1
4600,9
4601,5
4602,8
4603,2
4604,3
4605,4
4606,1
4607,9
4608,7
4609,9
4610,0
4611,6
4612,8
4613,0
4614,8
4615,2
4616,5
4617,5
4618,5
4619,8
4620,7
4621,3
4622,2
4623,9
4624,9
4625,9
4626,4
4627,1
4628,4
4629,2
4630,9
4631,9
4632,1
4633,4
4634,3
4635,2
4636,0
4637,3
4638,2
4639,6
4640,3
4641,7
4642,1
4643,6
4644,2
4645,8
4646,9
4647,2
4648,9
4649,6
4650,8
4651,9
4652,2
4653,4
4654,7
4655,5
4656,1
4657,4
4658,2
4659,9
4660,0
4661,9
4662,7
4663,5
4664,9
4665,8
4666,7
4667,4
4668,7
4669,0
4670,4
4671,7
4672,2
4673,2
4674,2
4675,0
4676,2
4677,1
4678,7
4679,2
4680,0
4681,5
4682,6
4683,3
4684,5
4685,5
4686,1
4687,4
4688,9
4689,2
4690,4
4691,4
4692,7
4693,5
4694,6
4695,5
4696,0
4697,0
4698,3
4699,5
4700,0
4701,3
4702,2
4703,4
4704,4
4705,9
4706,4
4707,5
4708,3
4709,6
4710,8
4711,9
4712,0
4713,0
4714,6
4715,2
4716,2
4717,2
4718,3
4719,2
4720,7
4721,2
4722,6
4723,7
4724,7
4725,1
4726,4
4727,4
4728,9
4729,9
4730,6
4731,9
4732,0
4733,9
4734,7
4735,8
4736,8
4737,6
4738,2
4739,0
4740,2
4741,0
4742,6
4743,3
4744,2
4745,6
4746,0
4747,8
4748,2
4749,6
4750,0
4751,0
4752,2
4753,6
4754,3
4755,1
4756,4
4757,1
4758,8
4759,5
4760,9
4761,9
4762,3
4763,5
4764,4
4765,3
4766,2
4767,9
4768,9
4769,0
4770,1
4771,1
4772,9
4773,2
4774,4
4775,9
4776,0
4777,8
4778,2
4779,3
4780,2
4781,7
4782,8
4783,0
4784,8
4785,1
4786,1
4787,2
4788,4
4789,0
4790,8
4791,0
4792,3
4793,7
4794,5
4795,0
4796,5
4797,5
4798,9
4799,9
4800,4
4801,8
4802,8
4803,5
4804,4
4805,2
4806,7
4807,5
4808,4
4809,5
4810,2
4811,3
4812,6
4813,3
4814,1
4815,3
4816,5
4817,8
4818,8
4819,8
4820,4
4821,7
4822,5
4823,2
4824,1
4825,9
4826,9
4827,0
4828,0
4829,5
4830,3
4831,7
4832,3
4833,1
4834,5
4835,0
4836,8
4837,6
4838,2
4839,4
4840,2
4841,2
4842,8
4843,1
4844,6
4845,9
4846,2
4847,3
4848,8
4849,5
4850,1
4851,1
4852,5
4853,6
4854,2
4855,9
4856,3
4857,9
4858,1
4859,1
4860,5
4861,3
4862,8
4863,3
4864,2
4865,0
4866,6
4867,1
4868,9
4869,7
4870,4
4871,0
4872,6
4873,4
4874,7
4875,8
4876,7
4877,0
4878,0
4879,7
4880,1
4881,7
4882,9
4883,8
4884,6
4885,6
4886,1
4887,9
4888,8
4889,1
4890,7
4891,7
4892,5
4893,2
4894,6
4895,5
4896,5
4897,4
4898,0
4899,0
4900,8
4901,3
4902,8
4903,3
4904,0
4905,1
4906,7
4907,4
4908,4
4909,9
4910,5
4911,1
4912,6
4913,2
4914,8
4915,2
4916,3
4917,6
4918,0
4919,2
4920,1
4921,6
4922,2
4923,1
4924,9
4925,2
4926,2
4927,2
4928,2
4929,4
4930,6
4931,6
4932,7
4933,0
4934,0
4935,6
4936,5
4937,0
4938,6
4939,2
4940,6
4941,5
4942,9
4943,3
4944,5
4945,8
4946,6
4947,9
4948,4
4949,5
4950,8
4951,0
4952,9
4953,3
4954,8
4955,4
4956,1
4957,1
4958,7
4959,0
4960,9
4961,0
4962,5
4963,2
4964,4
4965,7
4966,3
4967,0
4968,6
4969,0
4970,3
4971,5
4972,0
4973,7
4974,4
4975,9
4976,6
4977,6
4978,9
4979,4
4980,7
4981,0
4982,5
4983,9
4984,4
4985,7
4986,2
4987,7
4988,8
4989,0
4990,1
4991,4
4992,7
4993,2
4994,0
4995,1
4996,1
4997,7
4998,4
4999,2
5000,8
5001,4
5002,9
5003,1
5004,1
5005,1
5006,0
5007,9
5008,9
5009,7
5010,3
5011,5
5012,6
5013,9
5014,2
5015,0
5016,6
5017,5
5018,5
5019,9
5020,5
5021,1
5022,2
5023,3
5024,8
5025,1
5026,3
5027,1
5028,5
5029,6
5030,5
5031,2
5032,5
5033,2
5034,5
5035,9
5036,7
5037,4
5038,7
5039,2
5040,3
5041,2
5042,1
5043,0
5044,6
5045,6
5046,8
5047,3
5048,9
5049,8
5050,2
5051,1
5052,7
5053,0
5054,4
5055,8
5056,3
5057,3
5058,1
5059,4
5060,4
5061,8
5062,0
5063,9
5064,6
5065,3
5066,7
5067,9
5068,3
5069,1
5070,3
5071,2
5072,5
5073,7
5074,8
5075,9
5076,3
5077,0
5078,4
5079,8
5080,7
5081,8
5082,2
5083,3
5084,0
5085,3
5086,3
5087,7
5088,0
5089,7
5090,2
5091,8
5092,2
5093,7
5094,0
5095,6
5096,1
5097,6
5098,1
5099,6
5100,3
5101,4
5102,7
5103,4
5104,4
5105,3
5106,0
5107,4
5108,0
5109,0
5110,2
5111,5
5112,5
5113,0
5114,3
5115,7
5116,2
5117,1
5118,7
5119,4
5120,2
5121,8
5122,3
5123,4
5124,1
5125,4
5126,0
5127,7
5128,1
5129,5
5130,9
5131,8
5132,3
5133,8
5134,1
5135,7
5136,1
5137,1
5138,5
5139,2
5140,0
5141,4
5142,8
5143,3
5144,2
5145,1
5146,3
5147,2
5148,8
5149,6
5150,4
5151,0
5152,0
5153,8
5154,0
5155,7
5156,5
5157,4
5158,1
5159,1
5160,9
5161,9
5162,9
5163,0
5164,0
5165,6
5166,1
5167,4
5168,1
5169,2
5170,3
5171,5
5172,4
5173,1
5174,1
5175,7
5176,5
5177,8
5178,9
5179,3
5180,7
5181,3
5182,5
5183,3
5184,7
5185,2
5186,4
5187,8
5188,9
5189,1
5190,0
5191,7
5192,8
5193,7
5194,0
5195,8
5196,7
5197,5
5198,5
5199,7
5200,0
5201,5
5202,4
5203,2
5204,2
5205,6
5206,3
5207,2
5208,0
5209,4
5210,6
5211,0
5212,6
5213,0
5214,8
5215,8
5216,7
5217,1
5218,3
5219,9
5220,1
5221,0
5222,4
5223,4
5224,0
5225,7
5226,6
5227,7
5228,0
5229,3
5230,2
5231,9
5232,6
5233,7
5234,0
5235,2
5236,2
5237,1
5238,1
5239,0
5240,8
5241,4
5242,4
5243,1
5244,5
5245,5
5246,3
5247,0
5248,5
5249,9
5250,0
5251,4
5252,1
5253,4
5254,9
5255,0
5256,2
5257,1
5258,6
5259,1
5260,1
5261,9
5262,6
5263,6
5264,7
5265,5
5266,5
5267,9
5268,4
5269,8
5270,4
5271,1
5272,0
5273,0
5274,0
5275,7
5276,5
5277,5
5278,3
5279,6
5280,0
5281,1
5282,6
5283,9
5284,3
5285,7
5286,8
5287,8
5288,4
5289,9
5290,8
5291,1
5292,6
5293,5
5294,5
5295,8
5296,6
5297,2
5298,8
5299,9
5300,3
5301,7
5302,5
5303,4
5304,4
5305,6
5306,1
5307,8
5308,1
5309,6
5310,0
5311,2
5312,5
5313,2
5314,2
5315,4
5316,9
5317,8
5318,0
5319,8
5320,7
5321,1
5322,7
5323,2
5324,3
5325,8
5326,2
5327,0
5328,3
5329,1
5330,6
5331,4
5332,0
5333,6
5334,0
5335,0
5336,9
5337,8
5338,7
5339,4
5340,1
5341,9
5342,5
5343,6
5344,9
5345,1
5346,6
5347,2
5348,3
5349,5
5350,3
5351,4
5352,1
5353,3
5354,2
5355,9
5356,7
5357,9
5358,1
5359,1
5360,8
5361,4
5362,3
5363,1
5364,8
5365,5
5366,9
5367,4
5368,6
5369,1
5370,1
5371,3
5372,1
5373,9
5374,0
5375,3
5376,1
5377,9
5378,7
5379,2
5380,3
5381,5
5382,3
5383,5
5384,9
5385,4
5386,2
5387,0
5388,4
5389,7
5390,1
5391,8
5392,2
5393,9
5394,3
5395,8
5396,5
5397,9
5398,3
5399,5
5400,4
5401,7
5402,5
5403,2
5404,9
5405,5
5406,2
5407,3
5408,0
5409,4
5410,7
5411,2
5412,1
5413,6
5414,1
5415,5
5416,3
5417,8
5418,6
5419,2
5420,8
5421,2
5422,2
5423,0
5424,1
5425,0
5426,8
5427,4
5428,4
5429,8
5430,9
5431,1
5432,5
5433,1
5434,8
5435,6
5436,6
5437,1
5438,4
5439,7
5440,9
5441,8
5442,9
5443,6
5444,0
5445,1
5446,8
5447,2
5448,3
5449,6
5450,3
5451,9
5452,5
5453,8
5454,6
5455,0
5456,5
5457,8
5458,4
5459,3
5460,3
5461,6
5462,2
5463,2
5464,6
5465,0
5466,6
5467,5
5468,8
5469,2
5470,7
5471,0
5472,8
5473,6
5474,6
5475,7
5476,3
5477,7
5478,5
5479,1
5480,0
5481,8
5482,7
5483,6
5484,8
5485,1
5486,9
5487,8
5488,9
5489,0
5490,8
5491,8
5492,6
5493,1
5494,9
5495,5
5496,3
5497,1
5498,5
5499,0
5500,5
5501,5
5502,6
5503,0
5504,8
5505,6
5506,4
5507,6
5508,4
5509,1
5510,9
5511,3
5512,4
5513,2
5514,3
5515,3
5516,1
5517,1
5518,1
5519,5
5520,3
5521,1
5522,4
5523,1
5524,6
5525,9
5526,3
5527,8
5528,2
5529,3
5530,7
5531,1
5532,9
5533,8
5534,8
5535,9
5536,2
5537,5
5538,4
5539,0
5540,0
5541,1
5542,9
5543,5
5544,8
5545,3
5546,6
5547,0
5548,1
5549,1
5550,2
5551,3
5552,1
5553,1
5554,0
5555,5
5556,0
5557,3
5558,5
5559,9
5560,8
5561,0
5562,5
5563,2
5564,9
5565,2
5566,5
5567,4
5568,4
5569,5
5570,7
5571,3
5572,4
5573,0
5574,0
5575,3
5576,1
5577,2
5578,6
5579,3
5580,3
5581,8
5582,3
5583,0
5584,9
5585,0
5586,8
5587,5
5588,2
5589,0
5590,2
5591,8
5592,2
5593,7
5594,6
5595,9
5596,0
5597,1
5598,5
5599,6
5600,5
5601,0
5602,2
5603,1
5604,9
5605,2
5606,6
5607,9
5608,8
5609,8
5610,9
5611,4
5612,1
5613,1
5614,0
5615,3
5616,4
5617,0
5618,8
5619,6
5620,3
5621,3
5622,7
5623,9
5624,2
5625,0
5626,5
5627,8
5628,5
5629,9
5630,8
5631,3
5632,5
5633,6
5634,4
5635,2
5636,8
5637,4
5638,1
5639,4
5640,4
5641,4
5642,1
5643,9
5644,1
5645,5
5646,0
5647,1
5648,8
5649,2
5650,9
5651,3
5652,8
5653,0
5654,7
5655,4
5656,2
5657,6
5658,9
5659,0
5660,3
5661,7
5662,8
5663,0
5664,2
5665,2
5666,8
5667,3
5668,6
5669,3
5670,2
5671,0
5672,9
5673,2
5674,3
5675,4
5676,3
5677,2
5678,2
5679,8
5680,1
5681,7
5682,8
5683,9
5684,0
5685,5
5686,0
5687,5
5688,1
5689,0
5690,6
5691,1
5692,1
5693,8
5694,1
5695,3
5696,3
5697,6
5698,1
5699,5
5700,6
5701,9
5702,8
5703,2
5704,2
5705,0
5706,1
5707,2
5708,1
5709,8
5710,5
5711,8
5712,9
5713,7
5714,5
5715,3
5716,1
5717,6
5718,8
5719,0
5720,3
5721,3
5722,2
5723,0
5724,2
5725,6
5726,8
5727,6
5728,0
5729,6
5730,6
5731,4
5732,4
5733,7
5734,9
5735,4
5736,7
5737,8
5738,2
5739,2
5740,3
5741,8
5742,5
5743,9
5744,2
5745,0
5746,1
5747,1
5748,1
5749,8
5750,5
5751,2
5752,8
5753,1
5754,8
5755,3
5756,4
5757,9
5758,0
5759,7
5760,1
5761,7
5762,8
5763,4
5764,8
5765,1
5766,6
5767,7
5768,3
5769,3
5770,6
5771,9
5772,3
5773,7
5774,4
5775,7
5776,4
5777,3
5778,8
5779,3
5780,2
5781,9
5782,7
5783,7
5784,2
5785,8
5786,9
5787,9
5788,0
5789,0
5790,1
5791,2
5792,3
5793,5
5794,3
5795,3
5796,6
5797,6
5798,6
5799,5
5800,9
5801,6
5802,0
5803,6
5804,8
5805,9
5806,9
5807,6
5808,1
5809,3
5810,9
5811,1
5812,5
5813,7
5814,7
5815,1
5816,5
5817,4
5818,5
5819,4
5820,8
5821,4
5822,6
5823,6
5824,2
5825,6
5826,2
5827,9
5828,1
5829,2
5830,1
5831,5
5832,5
5833,7
5834,2
5835,8
5836,6
5837,5
5838,9
5839,2
5840,1
5841,4
5842,6
5843,9
5844,1
5845,3
5846,6
5847,2
5848,7
5849,4
5850,7
5851,2
5852,6
5853,6
5854,5
5855,7
5856,2
5857,9
5858,5
5859,7
5860,1
5861,8
5862,3
5863,5
5864,5
5865,0
5866,5
5867,1
5868,3
5869,2
5870,0
5871,6
5872,3
5873,5
5874,6
5875,9
5876,0
5877,0
5878,5
5879,5
5880,2
5881,5
5882,8
5883,4
5884,3
5885,1
5886,2
5887,4
5888,5
5889,7
5890,7
5891,3
5892,5
5893,8
5894,0
5895,4
5896,1
5897,2
5898,8
5899,6
5900,0
5901,6
5902,8
5903,0
5904,8
5905,2
5906,4
5907,5
5908,4
5909,5
5910,7
5911,1
5912,7
5913,1
5914,9
5915,3
5916,2
5917,3
5918,1
5919,4
5920,8
5921,3
5922,8
5923,2
5924,8
5925,8
5926,1
5927,2
5928,3
5929,6
5930,8
5931,5
5932,5
5933,2
5934,0
5935,2
5936,0
5937,0
5938,8
5939,5
5940,6
5941,1
5942,2
5943,8
5944,1
5945,9
5946,6
5947,5
5948,9
5949,2
5950,9
5951,8
5952,4
5953,0
5954,6
5955,5
5956,3
5957,8
5958,9
5959,5
5960,5
5961,1
5962,8
5963,2
5964,4
5965,0
5966,6
5967,3
5968,5
5969,1
5970,3
5971,1
5972,7
5973,6
5974,0
5975,8
5976,4
5977,4
5978,7
5979,8
5980,2
5981,5
5982,8
5983,3
5984,8
5985,7
5986,8
5987,5
5988,7
5989,7
5990,5
5991,1
5992,4
5993,2
5994,5
5995,1
5996,5
5997,1
5998,2
5999,3
6000,4
6001,0
6002,7
6003,1
6004,4
6005,6
6006,1
6007,0
6008,2
6009,1
6010,3
6011,0
6012,0
6013,3
6014,6
6015,3
6016,3
6017,9
6018,1
6019,9
6020,4
6021,1
6022,5
6023,2
6024,6
6025,6
6026,6
6027,5
6028,3
6029,0
6030,7
6031,2
6032,9
6033,1
6034,8
6035,4
6036,0
6037,5
6038,7
6039,7
6040,8
6041,6
6042,8
6043,8
6044,0
6045,2
6046,3
6047,3
6048,7
6049,5
6050,5
6051,9
6052,6
6053,7
6054,7
6055,6
6056,2
6057,8
6058,1
6059,4
6060,6
6061,0
6062,2
6063,7
6064,9
6065,1
6066,5
6067,5
6068,2
6069,4
6070,3
6071,7
6072,3
6073,9
6074,9
6075,5
6076,3
6077,4
6078,3
6079,9
6080,4
6081,7
6082,7
6083,4
6084,7
6085,5
6086,7
6087,8
6088,4
6089,7
6090,9
6091,0
6092,8
6093,8
6094,1
6095,2
6096,7
6097,0
6098,9
6099,0
6100,1
6101,7
6102,0
6103,2
6104,7
6105,4
6106,4
6107,7
6108,7
6109,2
6110,5
6111,5
6112,5
6113,0
6114,4
6115,8
6116,0
6117,5
6118,0
6119,3
6120,0
6121,1
6122,3
6123,9
6124,8
6125,7
6126,8
6127,1
6128,6
6129,6
6130,7
6131,9
6132,9
6133,9
6134,6
6135,6
6136,8
6137,8
6138,5
6139,4
6140,8
6141,6
6142,4
6143,0
6144,2
6145,0
6146,3
6147,2
6148,1
6149,4
6150,9
6151,3
6152,1
6153,4
6154,8
6155,7
6156,5
6157,7
6158,2
6159,4
6160,4
6161,3
6162,4
6163,9
6164,4
6165,8
6166,0
6167,4
6168,3
6169,5
6170,7
6171,1
6172,7
6173,1
6174,3
6175,5
6176,1
6177,3
6178,7
6179,5
6180,1
6181,7
6182,1
6183,6
6184,5
6185,9
6186,3
6187,8
6188,4
6189,5
6190,5
6191,5
6192,6
6193,5
6194,8
6195,5
6196,5
6197,7
6198,3
6199,3
6200,1
6201,3
6202,3
6203,1
6204,4
6205,5
6206,1
6207,7
6208,3
6209,4
6210,2
6211,8
6212,0
6213,2
6214,3
6215,0
6216,8
6217,6
6218,6
6219,2
6220,3
6221,3
6222,6
6223,4
6224,2
6225,1
6226,4
6227,7
6228,6
6229,3
6230,6
6231,3
6232,7
6233,3
6234,1
6235,2
6236,5
6237,9
6238,5
6239,1
6240,0
6241,0
6242,7
6243,8
6244,0
6245,4
6246,1
6247,5
6248,4
6249,8
6250,3
6251,4
6252,2
6253,7
6254,4
6255,0
6256,5
6257,9
6258,1
6259,3
6260,4
6261,5
6262,8
6263,9
6264,8
6265,2
6266,5
6267,0
6268,2
6269,7
6270,9
6271,8
6272,1
6273,2
6274,4
6275,7
6276,6
6277,8
6278,9
6279,1
6280,6
6281,2
6282,6
6283,5
6284,4
6285,0
6286,5
6287,0
6288,9
6289,0
6290,4
6291,7
6292,2
6293,0
6294,1
6295,2
6296,8
6297,6
6298,5
6299,7
6300,9
6301,9
6302,6
6303,2
6304,7
6305,7
6306,5
6307,7
6308,5
6309,0
6310,5
6311,6
6312,3
6313,3
6314,3
6315,5
6316,2
6317,8
6318,9
6319,6
6320,7
6321,6
6322,2
6323,2
6324,7
6325,7
6326,0
6327,0
6328,7
6329,2
6330,6
6331,0
6332,6
6333,5
6334,7
6335,5
6336,3
6337,2
6338,5
6339,6
6340,2
6341,1
6342,9
6343,8
6344,0
6345,1
6346,3
6347,4
6348,8
6349,9
6350,5
6351,2
6352,6
6353,0
6354,9
6355,9
6356,6
6357,9
6358,4
6359,7
6360,7
6361,5
6362,0
6363,1
6364,7
6365,1
6366,0
6367,3
6368,6
6369,3
6370,5
6371,4
6372,4
6373,4
6374,2
6375,8
6376,2
6377,3
6378,1
6379,8
6380,8
6381,0
6382,4
6383,6
6384,2
6385,6
6386,6
6387,0
6388,3
6389,5
6390,3
6391,4
6392,8
6393,8
6394,5
6395,9
6396,7
6397,6
6398,9
6399,5
6400,0
6401,2
6402,8
6403,6
6404,3
6405,7
6406,2
6407,1
6408,1
6409,7
6410,6
6411,7
6412,5
6413,6
6414,1
6415,8
6416,4
6417,0
6418,3
6419,4
6420,9
6421,6
6422,6
6423,1
6424,2
6425,9
6426,0
6427,3
6428,9
6429,2
6430,0
6431,1
6432,9
6433,5
6434,8
6435,4
6436,0
6437,6
6438,2
6439,6
6440,3
6441,1
6442,0
6443,3
6444,1
6445,7
6446,1
6447,1
6448,9
6449,5
6450,9
6451,9
6452,8
6453,3
6454,8
6455,6
6456,5
6457,0
6458,9
6459,1
6460,0
6461,1
6462,7
6463,7
6464,3
6465,4
6466,9
6467,8
6468,8
6469,3
6470,1
6471,3
6472,1
6473,0
6474,0
6475,5
6476,8
6477,9
6478,5
6479,9
6480,7
6481,5
6482,5
6483,7
6484,1
6485,1
6486,2
6487,2
6488,4
6489,9
6490,3
6491,6
6492,1
6493,4
6494,3
6495,2
6496,0
6497,8
6498,9
6499,8
6500,0
6501,4
6502,7
6503,5
6504,8
6505,5
6506,0
6507,2
6508,2
6509,2
6510,8
6511,2
6512,6
6513,9
6514,2
6515,3
6516,4
6517,3
6518,6
6519,7
6520,4
6521,1
6522,2
6523,3
6524,4
6525,5
6526,7
6527,1
6528,6
6529,2
6530,6
6531,3
6532,4
6533,1
6534,4
6535,7
6536,7
6537,1
6538,3
6539,3
6540,2
6541,2
6542,9
6543,7
6544,0
6545,0
6546,2
6547,8
6548,0
6549,6
6550,5
6551,4
6552,1
6553,6
6554,8
6555,2
6556,2
6557,2
6558,8
6559,3
6560,1
6561,7
6562,9
6563,7
6564,4
6565,7
6566,6
6567,4
6568,7
6569,1
6570,8
6571,6
6572,5
6573,7
6574,1
6575,1
6576,2
6577,8
6578,4
6579,7
6580,1
6581,7
6582,3
6583,7
6584,4
6585,5
6586,8
6587,1
6588,1
6589,4
6590,4
6591,8
6592,8
6593,9
6594,6
6595,6
6596,3
6597,0
6598,1
6599,1
6600,1
6601,1
6602,9
6603,0
6604,5
6605,7
6606,3
6607,7
6608,2
6609,2
6610,9
6611,9
6612,2
6613,8
6614,7
6615,0
6616,7
6617,1
6618,3
6619,9
6620,0
6621,8
6622,0
6623,2
6624,6
6625,2
6626,5
6627,6
6628,9
6629,7
6630,1
6631,6
6632,4
6633,1
6634,5
6635,1
6636,1
6637,2
6638,2
6639,6
6640,3
6641,0
6642,5
6643,0
6644,6
6645,9
6646,1
6647,1
6648,6
6649,1
6650,7
6651,9
6652,8
6653,3
6654,9
6655,0
6656,6
6657,8
6658,6
6659,8
6660,8
6661,5
6662,0
6663,5
6664,9
6665,1
6666,1
6667,5
6668,5
6669,9
6670,0
6671,8
6672,1
6673,6
6674,3
6675,4
6676,1
6677,0
6678,9
6679,1
6680,5
6681,4
6682,9
6683,3
6684,3
6685,1
6686,9
6687,3
6688,0
6689,2
6690,5
6691,0
6692,5
6693,7
6694,9
6695,7
6696,7
6697,3
6698,0
6699,4
6700,8
6701,5
6702,9
6703,3
6704,9
6705,7
6706,2
6707,7
6708,1
6709,1
6710,0
6711,2
6712,3
6713,0
6714,1
6715,6
6716,9
6717,8
6718,4
6719,6
6720,3
6721,5
6722,2
6723,7
6724,2
6725,1
6726,1
6727,1
6728,0
6729,3
6730,2
6731,7
6732,5
6733,3
6734,1
6735,7
6736,8
6737,0
6738,8
6739,6
6740,2
6741,5
6742,3
6743,9
6744,2
6745,0
6746,7
6747,0
6748,8
6749,9
6750,2
6751,4
6752,4
6753,1
6754,0
6755,7
6756,0
6757,5
6758,3
6759,8
6760,9
6761,4
6762,0
6763,1
6764,0
6765,0
6766,9
6767,5
6768,4
6769,7
6770,6
6771,7
6772,1
6773,2
6774,0
6775,1
6776,9
6777,6
6778,7
6779,7
6780,4
6781,1
6782,3
6783,6
6784,3
6785,2
6786,5
6787,4
6788,3
6789,1
6790,5
6791,5
6792,7
6793,6
6794,5
6795,2
6796,0
6797,3
6798,8
6799,6
6800,1
6801,7
6802,3
6803,5
6804,5
6805,0
6806,8
6807,6
6808,5
6809,9
6810,0
6811,3
6812,5
6813,6
6814,6
6815,2
6816,3
6817,3
6818,6
6819,3
6820,1
6821,0
6822,4
6823,3
6824,1
6825,3
6826,5
6827,5
6828,5
6829,0
6830,2
6831,4
6832,7
6833,2
6834,1
6835,1
6836,8
6837,6
6838,9
6839,8
6840,7
6841,0
6842,4
6843,7
6844,6
6845,5
6846,8
6847,6
6848,1
6849,7
6850,4
6851,9
6852,8
6853,1
6854,7
6855,8
6856,3
6857,9
6858,1
6859,3
6860,4
6861,0
6862,7
6863,3
6864,6
6865,1
6866,0
6867,7
6868,1
6869,4
6870,1
6871,3
6872,2
6873,1
6874,2
6875,0
6876,5
6877,1
6878,4
6879,9
6880,4
6881,9
6882,8
6883,3
6884,6
6885,2
6886,3
6887,4
6888,4
6889,8
6890,6
6891,1
6892,3
6893,8
6894,3
6895,3
6896,2
6897,5
6898,4
6899,6
6900,5
6901,6
6902,3
6903,6
6904,8
6905,7
6906,3
6907,3
6908,0
6909,3
6910,7
6911,4
6912,4
6913,8
6914,1
6915,3
6916,0
6917,1
6918,0
6919,1
6920,9
6921,5
6922,2
6923,1
6924,3
6925,0
6926,2
6927,7
6928,0
6929,4
6930,5
6931,3
6932,3
6933,0
6934,6
6935,7
6936,5
6937,4
6938,2
6939,8
6940,4
6941,0
6942,3
6943,5
6944,9
6945,4
6946,7
6947,9
6948,2
6949,6
6950,8
6951,5
6952,2
6953,9
6954,2
6955,0
6956,8
6957,3
6958,6
6959,8
6960,5
6961,2
6962,6
6963,3
6964,3
6965,2
6966,4
6967,9
6968,4
6969,3
6970,2
6971,8
6972,9
6973,0
6974,7
6975,3
6976,1
6977,6
6978,3
6979,9
6980,7
6981,1
6982,5
6983,4
6984,2
6985,7
6986,8
6987,1
6988,2
6989,1
6990,6
6991,3
6992,4
6993,9
6994,8
6995,9
6996,9
6997,4
6998,2
6999,2
7000,8
7001,7
7002,8
7003,3
7004,9
7005,8
7006,6
7007,1
7008,5
7009,3
7010,3
7011,7
7012,6
7013,6
7014,4
7015,8
7016,1
7017,5
7018,6
7019,7
7020,5
7021,2
7022,5
7023,7
7024,0
7025,7
7026,2
7027,2
7028,7
7029,0
7030,5
7031,6
7032,8
7033,6
7034,0
7035,6
7036,0
7037,0
7038,4
7039,0
7040,7
7041,6
7042,3
7043,1
7044,3
7045,8
7046,4
7047,6
7048,1
7049,6
7050,5
7051,5
7052,3
7053,3
7054,6
7055,4
7056,8
7057,3
7058,1
7059,0
7060,6
7061,1
7062,9
7063,4
7064,3
7065,7
7066,8
7067,5
7068,4
7069,9
7070,7
7071,3
7072,0
7073,5
7074,0
7075,3
7076,9
7077,4
7078,8
7079,5
7080,7
7081,3
7082,3
7083,0
7084,6
7085,3
7086,5
7087,9
7088,9
7089,7
7090,6
7091,7
7092,5
7093,7
7094,5
7095,1
7096,9
7097,5
7098,1
7099,0
7100,6
7101,7
7102,7
7103,8
7104,9
7105,5
7106,0
7107,5
7108,1
7109,1
7110,0
7111,1
7112,4
7113,8
7114,6
7115,5
7116,6
7117,3
7118,2
7119,4
7120,8
7121,1
7122,2
7123,4
7124,1
7125,4
7126,5
7127,5
7128,7
7129,1
7130,7
7131,9
7132,1
7133,3
7134,6
7135,3
7136,6
7137,5
7138,9
7139,0
7140,6
7141,2
7142,3
7143,4
7144,0
7145,1
7146,3
7147,3
7148,7
7149,6
7150,3
7151,1
7152,7
7153,8
7154,3
7155,1
7156,9
7157,4
7158,6
7159,7
7160,1
7161,0
7162,2
7163,7
7164,5
7165,9
7166,0
7167,8
7168,2
7169,8
7170,0
7171,9
7172,9
7173,3
7174,8
7175,4
7176,9
7177,6
7178,4
7179,5
7180,5
7181,4
7182,0
7183,2
7184,5
7185,8
7186,6
7187,5
7188,2
7189,6
7190,9
7191,2
7192,3
7193,4
7194,1
7195,8
7196,6
7197,0
7198,6
7199,2
7200,8
7201,4
7202,7
7203,9
7204,5
7205,9
7206,0
7207,5
7208,9
7209,6
7210,7
7211,7
7212,6
7213,1
7214,8
